carat,color,clarity,cut,price
1.5,J,SI2,IDEAL,3530.00
1.5,J,SI2,VERY GOOD,3530.00
1.5,J,SI2,IDEAL,3530.00
1.5,J,SI2,VERY GOOD,3530.00
1.5,J,SI2,IDEAL,3530.00
1.5,J,SI2,IDEAL,3530.00
1.5,J,SI2,IDEAL,3530.00
1.5,J,SI2,VERY GOOD,3530.00
1.5,J,SI2,VERY GOOD,3530.00
1.5,J,SI2,IDEAL,3530.00
1.5,J,SI2,VERY GOOD,3530.00
1.5,J,SI2,VERY GOOD,3530.00
1.5,J,SI2,IDEAL,3530.00
1.45,J,VS1,IDEAL,3530.00
1.5,J,SI2,IDEAL,3530.00
1.01,H,SI1,SUPER IDEAL,3530.00
1.03,I,VS2,SUPER IDEAL,3530.00
1.07,I,VS1,VERY GOOD,3530.00
1.07,I,SI1,IDEAL,3540.00
1,I,VVS2,IDEAL,3540.00
1,I,VVS2,IDEAL,3540.00
1,I,VVS2,IDEAL,3540.00
1.26,I,VS1,IDEAL,3540.00
1.38,I,SI1,IDEAL,3540.00
1.38,I,SI1,IDEAL,3540.00
1.38,I,SI1,IDEAL,3540.00
1.04,H,VVS2,IDEAL,3540.00
1.01,H,VS2,IDEAL,3540.00
1.41,G,SI2,IDEAL,3540.00
1.14,G,SI1,IDEAL,3540.00
1.07,I,SI1,IDEAL,3540.00
1.03,I,VS1,IDEAL,3540.00
1.11,G,SI1,SUPER IDEAL,3550.00
1.06,H,SI1,SUPER IDEAL,3550.00
1.06,H,SI1,IDEAL,3550.00
1.03,I,VVS2,IDEAL,3550.00
1.19,H,VS2,VERY GOOD,3550.00
1.06,H,VS2,IDEAL,3550.00
1.01,G,VS2,IDEAL,3550.00
1.45,I,SI1,IDEAL,3550.00
1.08,I,SI1,IDEAL,3560.00
1.64,J,SI2,VERY GOOD,3560.00
0.9,G,VS2,IDEAL,3560.00
0.9,G,VS2,IDEAL,3560.00
0.9,G,VS2,VERY GOOD,3560.00
1.08,I,SI1,IDEAL,3560.00
1.27,J,VS2,IDEAL,3560.00
1.23,J,VS1,SUPER IDEAL,3560.00
1.05,H,VS1,IDEAL,3560.00
1.39,I,SI1,IDEAL,3560.00
1.64,J,SI2,IDEAL,3560.00
1.09,H,VS1,IDEAL,3560.00
1.39,I,SI1,IDEAL,3560.00
1.09,H,VS1,IDEAL,3560.00
1.39,I,SI1,IDEAL,3560.00
1.39,I,SI1,IDEAL,3560.00
1.36,I,VS2,VERY GOOD,3560.00
1.61,J,SI2,SUPER IDEAL,3560.00
1.65,J,SI2,IDEAL,3580.00
1.01,I,VVS2,IDEAL,3580.00
1.01,I,VS1,SUPER IDEAL,3580.00
1.01,I,VVS2,IDEAL,3580.00
1.17,J,VS1,SUPER IDEAL,3580.00
1.65,J,SI2,IDEAL,3580.00
1.04,I,VS1,IDEAL,3580.00
1.27,I,VS1,IDEAL,3580.00
1.65,J,SI2,IDEAL,3580.00
1.15,H,VS2,IDEAL,3580.00
1.05,G,VS2,IDEAL,3580.00
1.02,H,VS2,SUPER IDEAL,3580.00
1.04,I,VS1,IDEAL,3580.00
1.04,I,VS1,IDEAL,3580.00
1.04,I,VS1,IDEAL,3580.00
1.07,I,VS1,IDEAL,3580.00
1.04,I,VS1,IDEAL,3580.00
1.02,H,VVS2,IDEAL,3580.00
1.51,I,SI2,IDEAL,3590.00
1.04,I,VVS2,IDEAL,3590.00
1.14,H,VS1,VERY GOOD,3590.00
1.4,I,SI1,IDEAL,3590.00
1.02,G,VS2,SUPER IDEAL,3590.00
1.02,G,VS2,SUPER IDEAL,3590.00
1.36,I,SI1,SUPER IDEAL,3590.00
1.66,J,SI2,IDEAL,3600.00
1.09,G,SI2,IDEAL,3600.00
1.5,J,SI1,GOOD,3600.00
1.28,I,VS1,IDEAL,3600.00
1.5,J,SI1,IDEAL,3600.00
1.5,J,SI1,VERY GOOD,3600.00
1.32,I,VS2,IDEAL,3600.00
1.32,I,VS2,IDEAL,3600.00
1.46,I,SI1,VERY GOOD,3600.00
1.28,I,VS1,IDEAL,3600.00
0.91,G,VS2,IDEAL,3610.00
1.02,I,VVS2,IDEAL,3610.00
1.08,I,VS2,IDEAL,3610.00
1.02,I,VS1,SUPER IDEAL,3610.00
1.41,I,SI1,IDEAL,3610.00
1.03,H,VS2,IDEAL,3610.00
1.03,H,VS2,SUPER IDEAL,3610.00
1.03,H,VS2,SUPER IDEAL,3610.00
1.16,G,SI1,IDEAL,3610.00
1.03,H,VS2,SUPER IDEAL,3610.00
1.05,I,VS1,IDEAL,3610.00
1.08,I,VS1,IDEAL,3610.00
1.05,I,VS1,IDEAL,3610.00
0.9,D,VS1,GOOD,3610.00
1.51,J,SI1,VERY GOOD,3620.00
1.51,J,SI1,VERY GOOD,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,VERY GOOD,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,VERY GOOD,3620.00
1.67,J,SI2,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.67,J,SI2,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.67,J,SI2,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.67,J,SI2,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1,H,VS1,VERY GOOD,3620.00
1.51,J,SI1,IDEAL,3620.00
1.08,H,SI1,SUPER IDEAL,3620.00
1.67,J,SI2,IDEAL,3620.00
0.9,F,VS1,VERY GOOD,3620.00
1.08,H,SI1,IDEAL,3620.00
1.08,H,SI1,IDEAL,3620.00
1.51,J,SI1,VERY GOOD,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.29,I,VS1,IDEAL,3620.00
1.29,I,VS1,IDEAL,3620.00
1.51,J,SI1,VERY GOOD,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.51,J,SI1,IDEAL,3620.00
1.1,G,SI2,SUPER IDEAL,3630.00
1.42,I,SI1,IDEAL,3630.00
1.17,H,VS2,IDEAL,3630.00
1.17,H,VS2,IDEAL,3630.00
1.3,J,VVS2,SUPER IDEAL,3630.00
1.04,H,SI1,SUPER IDEAL,3630.00
1.3,J,VVS2,SUPER IDEAL,3630.00
1.64,J,SI2,SUPER IDEAL,3630.00
1.01,H,VS2,IDEAL,3630.00
1.09,I,VS2,IDEAL,3630.00
0.92,D,VS1,IDEAL,3630.00
1.52,J,SI1,VERY GOOD,3640.00
1.52,J,SI1,IDEAL,3640.00
1.52,J,SI1,VERY GOOD,3640.00
1.52,J,SI1,IDEAL,3640.00
1.52,J,SI1,IDEAL,3640.00
1.52,J,SI1,VERY GOOD,3640.00
1.38,I,SI1,IDEAL,3640.00
1.52,J,SI1,IDEAL,3640.00
1.52,J,SI1,VERY GOOD,3640.00
1.52,J,SI1,IDEAL,3640.00
1.12,I,VS2,SUPER IDEAL,3640.00
1,I,VVS2,SUPER IDEAL,3640.00
1.52,J,SI1,IDEAL,3640.00
1,H,VS2,VERY GOOD,3640.00
1.07,I,SI1,IDEAL,3640.00
1.03,I,VVS2,IDEAL,3640.00
1.68,J,SI2,IDEAL,3640.00
1.52,J,SI1,IDEAL,3640.00
1.52,J,SI1,VERY GOOD,3640.00
1.52,J,SI1,IDEAL,3640.00
1.52,J,SI1,IDEAL,3640.00
1.52,J,SI1,VERY GOOD,3640.00
1.52,J,SI1,VERY GOOD,3640.00
1.52,J,SI1,IDEAL,3640.00
1.52,J,SI1,IDEAL,3640.00
1.04,H,VS2,SUPER IDEAL,3640.00
1.04,H,VS2,SUPER IDEAL,3640.00
1.06,I,VS1,IDEAL,3640.00
1.06,I,VS1,IDEAL,3640.00
1.01,H,VS1,IDEAL,3650.00
0.91,G,VVS2,VERY GOOD,3650.00
1.08,I,SI1,SUPER IDEAL,3650.00
0.9,G,VS1,VERY GOOD,3650.00
1.04,G,VS2,SUPER IDEAL,3650.00
1.09,H,SI1,IDEAL,3650.00
1.3,I,VS1,IDEAL,3650.00
1.34,I,VS2,IDEAL,3650.00
1.18,H,VS2,IDEAL,3650.00
1.04,G,VS2,SUPER IDEAL,3650.00
1.04,G,VS2,IDEAL,3650.00
1.06,G,VS2,IDEAL,3650.00
1.12,I,SI1,VERY GOOD,3650.00
1.01,D,VS2,GOOD,3650.00
1.69,J,SI2,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.69,J,SI2,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,VERY GOOD,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.08,H,VVS2,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,IDEAL,3660.00
1.53,J,SI1,VERY GOOD,3660.00
1.53,J,SI1,IDEAL,3660.00
1.12,H,VS1,IDEAL,3660.00
1.05,H,SI1,VERY GOOD,3660.00
1.07,H,SI1,SUPER IDEAL,3660.00
1.13,I,VS2,IDEAL,3660.00
1.05,I,VS1,SUPER IDEAL,3660.00
1.01,H,VS2,VERY GOOD,3670.00
1.01,I,VVS2,SUPER IDEAL,3670.00
1.03,H,SI2,IDEAL,3670.00
1.13,I,VS2,SUPER IDEAL,3670.00
1.13,I,VS2,SUPER IDEAL,3670.00
1.04,I,VVS2,SUPER IDEAL,3670.00
1.04,I,VVS2,IDEAL,3670.00
1.35,I,VS2,IDEAL,3670.00
1.35,I,VS2,IDEAL,3670.00
1.31,I,VS1,IDEAL,3670.00
1.35,I,VS2,IDEAL,3670.00
1.05,H,VS2,SUPER IDEAL,3670.00
1.05,H,VS2,SUPER IDEAL,3670.00
1.16,I,VS1,SUPER IDEAL,3670.00
1.01,I,VVS2,SUPER IDEAL,3670.00
1.04,I,VS1,SUPER IDEAL,3670.00
1.04,I,VS1,SUPER IDEAL,3670.00
1.4,I,SI1,VERY GOOD,3690.00
1.54,J,SI1,IDEAL,3690.00
1.54,J,SI1,VERY GOOD,3690.00
1.54,J,SI1,IDEAL,3690.00
1.54,J,SI1,IDEAL,3690.00
1.54,J,SI1,IDEAL,3690.00
1.54,J,SI1,IDEAL,3690.00
1.54,J,SI1,IDEAL,3690.00
1.54,J,SI1,IDEAL,3690.00
1.54,J,SI1,IDEAL,3690.00
1,E,SI2,GOOD,3690.00
1,E,SI2,IDEAL,3690.00
1.12,G,SI2,IDEAL,3690.00
1.54,J,SI1,IDEAL,3690.00
1,H,VS2,IDEAL,3690.00
1.18,H,VS2,IDEAL,3690.00
1.54,J,SI1,VERY GOOD,3690.00
1.41,I,VS2,IDEAL,3690.00
1.13,H,VS1,IDEAL,3690.00
1.54,J,SI1,IDEAL,3690.00
1.54,J,SI1,IDEAL,3690.00
1,H,VS1,VERY GOOD,3690.00
1.05,G,VS2,SUPER IDEAL,3690.00
1,H,VS1,VERY GOOD,3690.00
1.05,G,VS2,SUPER IDEAL,3690.00
1.09,I,VVS2,VERY GOOD,3700.00
1.32,I,VS1,IDEAL,3700.00
1.36,I,VS2,IDEAL,3700.00
1.32,I,VS1,IDEAL,3700.00
1.36,I,VS2,IDEAL,3700.00
1.45,I,SI1,IDEAL,3700.00
1.54,J,SI1,SUPER IDEAL,3700.00
1.67,J,SI2,SUPER IDEAL,3700.00
1.11,I,VS2,IDEAL,3700.00
1.55,J,SI1,IDEAL,3710.00
1.5,I,SI2,VERY GOOD,3710.00
1.55,J,SI1,IDEAL,3710.00
1.5,I,SI2,IDEAL,3710.00
1.55,J,SI1,VERY GOOD,3710.00
1.55,J,SI1,IDEAL,3710.00
1.55,J,SI1,VERY GOOD,3710.00
1.5,I,SI2,IDEAL,3710.00
1.55,J,SI1,IDEAL,3710.00
1.55,J,SI1,IDEAL,3710.00
1.5,I,SI2,IDEAL,3710.00
1.28,J,VS1,IDEAL,3710.00
1.42,I,VS2,IDEAL,3710.00
1.5,I,SI2,VERY GOOD,3710.00
1.5,I,SI2,IDEAL,3710.00
1.5,I,SI2,IDEAL,3710.00
1.5,I,SI2,IDEAL,3710.00
1.5,I,SI2,IDEAL,3710.00
1.5,I,SI2,VERY GOOD,3710.00
1.55,J,SI1,IDEAL,3710.00
1.06,H,VS2,SUPER IDEAL,3710.00
1.08,I,VS1,IDEAL,3710.00
1,H,SI1,SUPER IDEAL,3720.00
1.72,J,SI2,IDEAL,3720.00
1.13,G,SI2,VERY GOOD,3720.00
1.06,G,VS2,SUPER IDEAL,3720.00
1.11,I,VS1,IDEAL,3720.00
1.14,H,VS1,IDEAL,3720.00
1.46,I,SI1,IDEAL,3720.00
1.55,J,SI1,SUPER IDEAL,3720.00
1.06,G,VS2,SUPER IDEAL,3720.00
1.06,H,VVS2,VERY GOOD,3720.00
1.06,G,VS2,SUPER IDEAL,3720.00
1.68,J,SI2,IDEAL,3720.00
1.13,I,VS1,VERY GOOD,3720.00
1.51,I,SI2,IDEAL,3730.00
1.56,J,SI1,VERY GOOD,3730.00
1.51,I,SI2,IDEAL,3730.00
1.56,J,SI1,IDEAL,3730.00
1.56,J,SI1,IDEAL,3730.00
1,H,SI1,IDEAL,3730.00
1.03,G,VS1,SUPER IDEAL,3730.00
1,H,SI1,VERY GOOD,3730.00
1.51,I,SI2,IDEAL,3730.00
1,H,SI1,GOOD,3730.00
1.56,J,SI1,IDEAL,3730.00
1.33,I,VS1,IDEAL,3730.00
1.56,J,SI1,IDEAL,3730.00
1.33,I,VS1,IDEAL,3730.00
1.31,H,SI1,IDEAL,3730.00
1.12,I,VS2,IDEAL,3730.00
1.42,I,SI1,IDEAL,3740.00
1.02,H,VS2,IDEAL,3740.00
1.12,H,SI1,SUPER IDEAL,3740.00
1.73,J,SI2,IDEAL,3740.00
1.5,J,SI1,VERY GOOD,3740.00
1.5,J,SI1,VERY GOOD,3740.00
1.42,I,SI1,IDEAL,3740.00
1.07,H,VS2,IDEAL,3740.00
1.07,H,VS2,IDEAL,3740.00
1.12,H,VS2,SUPER IDEAL,3740.00
1,G,VS1,IDEAL,3740.00
1.57,J,SI1,IDEAL,3750.00
1.57,J,SI1,IDEAL,3750.00
1.57,J,SI1,IDEAL,3750.00
1.57,J,SI1,IDEAL,3750.00
1.57,J,SI1,IDEAL,3750.00
1.57,J,SI1,IDEAL,3750.00
1.47,I,SI1,IDEAL,3750.00
1.34,I,VS1,IDEAL,3750.00
1.57,J,SI1,IDEAL,3750.00
1.34,H,SI1,IDEAL,3750.00
1.07,G,VS2,SUPER IDEAL,3750.00
1.07,G,VS2,IDEAL,3750.00
1.07,G,VS2,IDEAL,3750.00
1.1,I,VS2,SUPER IDEAL,3760.00
1.01,H,SI1,IDEAL,3760.00
1.01,H,SI1,VERY GOOD,3760.00
1.01,H,SI1,VERY GOOD,3760.00
1.3,J,VVS2,VERY GOOD,3760.00
1.74,J,SI2,IDEAL,3760.00
1.74,J,SI2,IDEAL,3760.00
1.74,J,SI2,IDEAL,3760.00
1.57,J,SI1,SUPER IDEAL,3760.00
1.08,H,SI1,IDEAL,3760.00
1.02,H,VS1,VERY GOOD,3760.00
0.94,D,VS2,IDEAL,3760.00
1.02,H,VS1,IDEAL,3760.00
1.58,J,SI1,IDEAL,3770.00
1.58,J,SI1,IDEAL,3770.00
1.53,I,SI2,IDEAL,3770.00
1.11,I,SI1,SUPER IDEAL,3770.00
1.25,J,VVS2,IDEAL,3770.00
1.35,J,VS2,IDEAL,3770.00
1.22,H,VS2,IDEAL,3770.00
1.58,J,SI1,IDEAL,3770.00
1.31,I,VVS2,IDEAL,3770.00
1.22,H,VS2,IDEAL,3770.00
1.53,I,SI2,VERY GOOD,3770.00
1.75,J,SI2,IDEAL,3770.00
1.03,G,VS2,SUPER IDEAL,3770.00
1.08,H,VS2,SUPER IDEAL,3770.00
1.01,H,VS2,VERY GOOD,3770.00
1.07,I,VS1,SUPER IDEAL,3770.00
1.1,I,VS1,IDEAL,3770.00
1.1,I,VS1,IDEAL,3770.00
1.07,I,VS1,SUPER IDEAL,3770.00
1.1,I,VS1,IDEAL,3770.00
1.1,I,VS1,IDEAL,3770.00
1.07,G,VS2,IDEAL,3780.00
1.16,I,VVS2,IDEAL,3780.00
1.08,G,VS2,SUPER IDEAL,3780.00
1.08,G,VS2,SUPER IDEAL,3780.00
1.59,J,SI1,IDEAL,3800.00
1.59,J,SI1,IDEAL,3800.00
1.54,I,SI2,IDEAL,3800.00
1.59,J,SI1,IDEAL,3800.00
1.02,H,SI1,SUPER IDEAL,3800.00
1.59,J,SI1,VERY GOOD,3800.00
1.03,H,VS2,IDEAL,3800.00
1.22,J,VS2,IDEAL,3800.00
1.03,H,VS2,IDEAL,3800.00
1.03,H,VS2,IDEAL,3800.00
1.23,H,VS2,IDEAL,3800.00
1.07,H,VVS1,IDEAL,3800.00
1.4,I,VS2,IDEAL,3800.00
1.58,J,SI1,IDEAL,3800.00
1.03,H,VS1,SUPER IDEAL,3800.00
1.03,H,VS1,IDEAL,3800.00
1.03,H,VS1,SUPER IDEAL,3800.00
1.11,H,VS2,VERY GOOD,3810.00
1.05,I,VVS2,SUPER IDEAL,3810.00
1.36,I,VS1,IDEAL,3810.00
1.5,J,VS2,GOOD,3810.00
1.36,I,VS1,IDEAL,3810.00
1,G,VS1,IDEAL,3810.00
1.09,H,VS2,SUPER IDEAL,3810.00
1,G,VS1,VERY GOOD,3810.00
1.11,I,VS1,IDEAL,3810.00
1.08,I,VS1,SUPER IDEAL,3810.00
1.11,I,VS1,IDEAL,3810.00
1.6,J,SI1,IDEAL,3820.00
1.6,J,SI1,IDEAL,3820.00
1.6,J,SI1,IDEAL,3820.00
1.6,J,SI1,IDEAL,3820.00
1.77,J,SI2,IDEAL,3820.00
1.08,I,VVS2,IDEAL,3820.00
1.41,I,VS2,IDEAL,3820.00
1.22,H,VS1,VERY GOOD,3820.00
1.6,J,SI1,IDEAL,3820.00
1.6,J,SI1,IDEAL,3820.00
1.6,J,SI1,VERY GOOD,3820.00
1.59,J,SI1,SUPER IDEAL,3820.00
1.59,J,SI1,SUPER IDEAL,3820.00
1.59,J,SI1,SUPER IDEAL,3820.00
1.09,G,VS2,SUPER IDEAL,3820.00
0.82,F,VS1,SUPER IDEAL,3820.00
1.06,H,SI1,IDEAL,3830.00
1.02,D,VS1,IDEAL,3830.00
1,H,VS1,VERY GOOD,3830.00
1.07,I,VVS2,SUPER IDEAL,3830.00
1,H,VS1,VERY GOOD,3830.00
1.37,I,VS1,IDEAL,3830.00
1.08,H,VVS1,IDEAL,3830.00
1.01,G,SI1,SUPER IDEAL,3830.00
1.01,G,SI1,IDEAL,3830.00
1.01,G,SI1,IDEAL,3830.00
1.01,G,SI1,SUPER IDEAL,3830.00
1,H,VVS2,VERY GOOD,3830.00
1.01,G,SI1,SUPER IDEAL,3830.00
1.01,G,SI1,SUPER IDEAL,3830.00
1.15,I,VS2,IDEAL,3830.00
1.51,J,VS2,IDEAL,3840.00
1.51,J,VS2,IDEAL,3840.00
1.78,J,SI2,IDEAL,3840.00
1.51,J,VS2,VERY GOOD,3840.00
1.61,J,SI1,IDEAL,3840.00
1.61,J,SI1,IDEAL,3840.00
1.51,J,VS2,IDEAL,3840.00
1.51,J,VS2,IDEAL,3840.00
1.51,J,VS2,IDEAL,3840.00
1.51,J,VS2,IDEAL,3840.00
1.51,J,VS2,IDEAL,3840.00
1.51,J,VS2,IDEAL,3840.00
1.51,J,VS2,VERY GOOD,3840.00
1.51,J,VS2,IDEAL,3840.00
1.51,J,VS2,IDEAL,3840.00
1.04,H,VS2,SUPER IDEAL,3840.00
1.04,H,VS2,IDEAL,3840.00
1.61,J,SI1,IDEAL,3840.00
1.51,J,VS2,VERY GOOD,3840.00
1.51,J,VS2,IDEAL,3840.00
1.51,J,VS2,IDEAL,3840.00
1.51,J,VS2,VERY GOOD,3840.00
1.51,J,VS2,IDEAL,3840.00
1.18,H,VS1,IDEAL,3840.00
1.01,G,VS1,IDEAL,3840.00
1.01,G,VS1,VERY GOOD,3840.00
1.01,F,VS2,IDEAL,3840.00
1.1,H,VS2,SUPER IDEAL,3840.00
1.01,F,VS2,SUPER IDEAL,3840.00
1.09,I,VS1,SUPER IDEAL,3840.00
1.12,I,VVS2,IDEAL,3850.00
1.79,J,SI2,IDEAL,3850.00
1.79,J,SI2,IDEAL,3850.00
1.62,J,SI1,IDEAL,3860.00
1.52,J,VS2,VERY GOOD,3860.00
1.52,J,VS2,IDEAL,3860.00
1.52,J,VS2,IDEAL,3860.00
1.62,J,SI1,IDEAL,3860.00
1.52,J,VS2,IDEAL,3860.00
1.52,J,VS2,VERY GOOD,3860.00
1.52,J,VS2,IDEAL,3860.00
1.52,J,VS2,IDEAL,3860.00
1.52,J,VS2,IDEAL,3860.00
1.52,J,VS2,IDEAL,3860.00
1.52,J,VS2,IDEAL,3860.00
1.01,H,VS1,VERY GOOD,3860.00
1.62,J,SI1,IDEAL,3860.00
1.28,J,VVS2,IDEAL,3860.00
1.62,J,SI1,IDEAL,3860.00
1.57,I,SI2,IDEAL,3860.00
1.52,J,VS2,IDEAL,3860.00
1.52,J,VS2,IDEAL,3860.00
1.52,J,VS2,IDEAL,3860.00
1.52,J,VS2,IDEAL,3860.00
1.02,G,SI1,IDEAL,3860.00
1.05,H,VS1,SUPER IDEAL,3860.00
1.05,H,VS1,SUPER IDEAL,3860.00
1.05,H,VS1,IDEAL,3860.00
1,I,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,VERY GOOD,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.5,J,SI1,IDEAL,3870.00
1.11,H,VS2,SUPER IDEAL,3870.00
1.13,I,VS1,IDEAL,3870.00
1.1,I,VS1,SUPER IDEAL,3870.00
1.53,J,VS2,IDEAL,3880.00
1.53,J,VS2,IDEAL,3880.00
1.53,J,VS2,IDEAL,3880.00
1.63,J,SI1,IDEAL,3880.00
1.53,J,VS2,IDEAL,3880.00
1.53,J,VS2,IDEAL,3880.00
1.63,J,SI1,IDEAL,3880.00
1.53,J,VS2,IDEAL,3880.00
1.53,J,VS2,IDEAL,3880.00
1.53,J,VS2,IDEAL,3880.00
1.63,J,SI1,VERY GOOD,3880.00
1.63,J,SI1,IDEAL,3880.00
1.53,J,VS2,IDEAL,3880.00
1.53,J,VS2,VERY GOOD,3880.00
1.06,E,SI2,IDEAL,3880.00
1.53,J,VS2,IDEAL,3880.00
1.1,I,VVS2,IDEAL,3880.00
1.39,I,VS1,IDEAL,3880.00
1.63,J,SI1,VERY GOOD,3880.00
1.39,I,VS1,IDEAL,3880.00
1.53,J,VS2,IDEAL,3880.00
1.35,I,VVS2,IDEAL,3880.00
1.63,J,SI1,IDEAL,3880.00
1.39,I,VS1,IDEAL,3880.00
1.11,G,VS2,SUPER IDEAL,3880.00
1.02,F,VS2,IDEAL,3880.00
1.11,G,VS2,SUPER IDEAL,3880.00
1.03,H,VS1,IDEAL,3880.00
1.04,G,VS1,IDEAL,3880.00
1.03,D,SI1,IDEAL,3880.00
1,H,VS2,SUPER IDEAL,3880.00
1.06,H,VS1,SUPER IDEAL,3890.00
1.06,H,VS1,IDEAL,3890.00
1.06,H,VS1,IDEAL,3890.00
1.06,H,VS2,SUPER IDEAL,3890.00
1.54,J,VS2,IDEAL,3910.00
1.54,J,VS2,IDEAL,3910.00
1.54,J,VS2,IDEAL,3910.00
0.9,D,VVS2,GOOD,3910.00
1.54,J,VS2,IDEAL,3910.00
1.54,J,VS2,IDEAL,3910.00
1.54,J,VS2,VERY GOOD,3910.00
1.64,J,SI1,IDEAL,3910.00
1.64,J,SI1,IDEAL,3910.00
1.64,J,SI1,IDEAL,3910.00
1.05,H,SI1,IDEAL,3910.00
1.05,H,SI1,VERY GOOD,3910.00
1.06,H,VS2,SUPER IDEAL,3910.00
1.64,J,SI1,IDEAL,3910.00
1.4,H,SI1,IDEAL,3910.00
1.54,J,VS2,IDEAL,3910.00
1.54,J,VS2,IDEAL,3910.00
1.54,J,VS2,IDEAL,3910.00
1.6,J,SI1,SUPER IDEAL,3910.00
1.6,J,SI1,SUPER IDEAL,3910.00
1.54,J,VS2,IDEAL,3910.00
1.54,J,VS2,IDEAL,3910.00
1.54,J,VS2,IDEAL,3910.00
0.9,D,VVS2,GOOD,3910.00
1.54,J,VS2,IDEAL,3910.00
1.54,J,VS2,IDEAL,3910.00
